network,model,feature_config,strategy,overall_mae_avg,recurrent_mae_avg,nr_mae_avg,unobserved_onset_mae,confirmed_nr_mae,overall_rmse_avg,nr_rmse_avg,nr_rate_pct,elapsed_s
tsmo,dstagnn,speed_time,standard,3.7377,3.5392,9.722,12.9051,8.294,5.6866,13.4551,3.211,2248.0
tsmo,dstagnn,speed_time_weather_incidents,standard,3.7686,3.5594,10.0764,13.1686,8.6893,5.7376,13.9243,3.211,2140.4
tsmo,dstagnn,speed_time_weather,standard,3.9445,3.6989,11.3454,14.4682,9.9445,6.0171,14.9826,3.211,1657.7
tsmo,dstagnn,speed_weather_incidents,standard,3.9432,3.7083,11.0237,14.2682,9.5682,5.9777,14.611,3.211,2350.4
tsmo,dstagnn,speed_weather,standard,3.9603,3.7166,11.3055,14.5027,9.8712,6.0283,14.9097,3.211,1214.0
tsmo,dstagnn,speed,weighted_loss,4.343,4.1662,9.6722,11.7105,8.7578,6.2615,13.1647,3.211,2377.2
tsmo,gwnet,speed_incidents,standard,3.655,3.4819,8.8738,12.1702,7.395,5.5408,12.4668,3.211,13479.2
tsmo,gwnet,speed,multi_objective,3.6865,3.5062,9.1215,12.6306,7.5473,5.5908,12.6875,3.211,9008.9
tsmo,gwnet,speed,nr_finetune,3.6811,3.5014,9.0978,12.6311,7.5127,5.5901,12.6495,3.211,9657.5
tsmo,gwnet,speed_nr_causal,standard,3.6525,3.4766,8.955,12.4225,7.3993,5.5429,12.4486,3.211,11083.6
tsmo,gwnet,speed,standard,3.7017,3.5258,9.0043,12.3936,7.4838,5.5995,12.5285,3.211,5191.5
tsmo,gwnet,speed_time_incidents,standard,3.6475,3.4709,8.9713,12.4295,7.4199,5.5225,12.4503,3.211,8827.3
tsmo,gwnet,speed_time_nr,standard,3.6487,3.4827,8.6527,11.9229,7.1856,5.5056,12.1421,3.211,15884.6
tsmo,gwnet,speed_time,standard,3.6643,3.4982,8.6729,11.9781,7.1901,5.528,12.2269,3.211,12412.2
tsmo,gwnet,speed_time_weather_incidents,standard,3.7309,3.5514,9.1421,12.505,7.6335,5.5995,12.6509,3.211,4705.4
tsmo,gwnet,speed_time_weather,standard,3.7625,3.5872,9.0467,12.3367,7.5707,5.6342,12.6458,3.211,6104.6
tsmo,gwnet,speed_weather_incidents,standard,3.7395,3.5585,9.1947,12.6642,7.6382,5.6267,12.7808,3.211,7310.2
tsmo,gwnet,speed_weather,standard,3.7347,3.5524,9.2299,12.5678,7.7325,5.6297,12.8437,3.211,6732.7
tsmo,gwnet,speed,weighted_loss,4.2002,4.0389,9.0619,11.408,8.0094,6.0502,12.1998,3.211,2666.8
tsmo,historical_average,speed_incidents,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.6
tsmo,historical_average,speed_nr_causal,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.0
tsmo,historical_average,speed,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.8
tsmo,historical_average,speed_time_incidents,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.8
tsmo,historical_average,speed_time_nr,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.0
tsmo,historical_average,speed_time,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.0
tsmo,historical_average,speed_time_weather_incidents,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.6
tsmo,historical_average,speed_time_weather,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.2
tsmo,historical_average,speed_weather_incidents,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.6
tsmo,historical_average,speed_weather,standard,4.8782,4.5901,13.5612,13.5681,13.558,7.2387,18.2593,3.211,2.4
tsmo,hl,speed_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.4
tsmo,hl,speed,multi_objective,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.5
tsmo,hl,speed,nr_finetune,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.7
tsmo,hl,speed_nr,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.9
tsmo,hl,speed,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.4
tsmo,hl,speed_time_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.7
tsmo,hl,speed_time_nr,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.7
tsmo,hl,speed_time,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.8
tsmo,hl,speed_time_weather_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.5
tsmo,hl,speed_time_weather,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.8
tsmo,hl,speed_weather_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.8
tsmo,hl,speed_weather,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,3.6
tsmo,hl,speed,weighted_loss,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.8
tsmo,last_observation,speed_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.7
tsmo,last_observation,speed_nr_causal,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.5
tsmo,last_observation,speed,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.2
tsmo,last_observation,speed_time_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.4
tsmo,last_observation,speed_time_nr,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.6
tsmo,last_observation,speed_time,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.3
tsmo,last_observation,speed_time_weather_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.2
tsmo,last_observation,speed_time_weather,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.1
tsmo,last_observation,speed_weather_incidents,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,1.9
tsmo,last_observation,speed_weather,standard,4.8522,4.6461,11.0651,14.3826,9.5767,7.3276,15.3609,3.211,2.0
tsmo,linear_ar,speed_incidents,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,947.6
tsmo,linear_ar,speed_nr_causal,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,946.1
tsmo,linear_ar,speed,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,945.6
tsmo,linear_ar,speed_time_incidents,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,942.5
tsmo,linear_ar,speed_time_nr,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,943.2
tsmo,linear_ar,speed_time,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,951.1
tsmo,linear_ar,speed_time_weather_incidents,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,952.6
tsmo,linear_ar,speed_time_weather,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,958.8
tsmo,linear_ar,speed_weather_incidents,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,945.8
tsmo,linear_ar,speed_weather,standard,4.0705,3.8065,12.0286,14.6416,10.8563,6.1393,15.4954,3.211,958.3
tsmo,lstm,speed_incidents,standard,3.8789,3.6522,10.7129,14.3415,9.085,5.9222,14.435,3.211,553.4
tsmo,lstm,speed,multi_objective,3.8746,3.6448,10.8009,14.5891,9.1014,5.9416,14.5825,3.211,579.1
tsmo,lstm,speed,nr_finetune,3.9016,3.6804,10.5718,14.1467,8.968,5.9506,14.3931,3.211,848.9
tsmo,lstm,speed_nr_causal,standard,3.8723,3.6521,10.5084,14.3452,8.7871,5.9009,14.1314,3.211,557.0
tsmo,lstm,speed,standard,3.8965,3.6713,10.6829,14.224,9.0943,5.9258,14.364,3.211,348.9
tsmo,lstm,speed_time_incidents,standard,3.8551,3.6486,10.0793,13.5623,8.5168,5.8227,13.809,3.211,1003.9
tsmo,lstm,speed_time_nr,standard,3.843,3.6423,9.8925,13.5895,8.234,5.7939,13.5255,3.211,987.1
tsmo,lstm,speed_time,standard,3.8622,3.6551,10.1049,13.5576,8.556,5.8302,13.8534,3.211,926.9
tsmo,lstm,speed_time_weather_incidents,standard,3.9437,3.7383,10.1378,13.355,8.6946,5.8953,13.8341,3.211,465.7
tsmo,lstm,speed_time_weather,standard,3.8771,3.6611,10.3866,13.6844,8.9072,5.8609,14.1436,3.211,505.3
tsmo,lstm,speed_weather_incidents,standard,3.8764,3.6627,10.3165,13.5419,8.8696,5.8659,14.0689,3.211,827.4
tsmo,lstm,speed_weather,standard,3.9115,3.6984,10.3359,13.5643,8.8876,5.8753,14.0167,3.211,677.3
tsmo,lstm,speed,weighted_loss,4.6214,4.4346,10.254,12.8798,9.076,6.5182,13.7357,3.211,291.0
tsmo,lstm_st,speed_incidents,standard,3.8888,3.6654,10.6221,14.2333,9.002,5.9263,14.3566,3.211,114.9
tsmo,lstm_st,speed,multi_objective,3.8854,3.6648,10.5346,14.1749,8.9015,5.9203,14.2978,3.211,332.6
tsmo,lstm_st,speed,nr_finetune,3.8899,3.6702,10.5115,14.1063,8.8988,5.9154,14.2426,3.211,426.1
tsmo,lstm_st,speed_nr_causal,standard,3.8747,3.6558,10.4724,14.3121,8.7499,5.9068,14.149,3.211,115.8
tsmo,lstm_st,speed,standard,3.8838,3.6648,10.4846,14.0492,8.8854,5.9303,14.3084,3.211,125.7
tsmo,lstm_st,speed_time_incidents,standard,3.8427,3.6368,10.0498,13.5264,8.4902,5.809,13.7879,3.211,340.9
tsmo,lstm_st,speed_time_nr,standard,3.8219,3.6171,9.9977,13.7818,8.3001,5.7893,13.6373,3.211,243.4
tsmo,lstm_st,speed_time,standard,3.8504,3.6453,10.0321,13.4689,8.4904,5.8064,13.7367,3.211,257.5
tsmo,lstm_st,speed_time_weather_incidents,standard,3.853,3.6433,10.1727,13.5832,8.6428,5.8209,13.8657,3.211,209.5
tsmo,lstm_st,speed_time_weather,standard,3.8838,3.6738,10.2141,13.5349,8.7244,5.8455,13.9254,3.211,217.4
tsmo,lstm_st,speed_weather_incidents,standard,3.8716,3.6603,10.24,13.618,8.7246,5.8451,13.9767,3.211,238.6
tsmo,lstm_st,speed_weather,standard,3.8953,3.6865,10.1886,13.4798,8.7122,5.8558,13.9126,3.211,300.0
tsmo,lstm_st,speed,weighted_loss,4.5592,4.3792,9.9861,12.443,8.8838,6.4201,13.3591,3.211,137.3
tsmo,stgcn,speed_incidents,standard,3.7095,3.5193,9.4411,12.9078,7.8858,5.6244,12.9779,3.211,996.8
tsmo,stgcn,speed,multi_objective,3.7287,3.5408,9.3936,12.7324,7.8958,5.6469,12.9376,3.211,1004.5
tsmo,stgcn,speed,nr_finetune,3.7343,3.5407,9.5689,13.1643,7.956,5.6711,13.1615,3.211,1514.5
tsmo,stgcn,speed_nr_causal,standard,3.7094,3.5231,9.326,12.6355,7.8413,5.608,12.8276,3.211,1026.3
tsmo,stgcn,speed,standard,3.7151,3.5318,9.2409,12.5148,7.7721,5.6116,12.761,3.211,891.5
tsmo,stgcn,speed_time_incidents,standard,3.6981,3.5205,9.0506,12.3732,7.5601,5.5845,12.6021,3.211,888.0
tsmo,stgcn,speed_time_nr,standard,3.6995,3.5252,8.9526,12.1568,7.5152,5.5661,12.4389,3.211,1155.5
tsmo,stgcn,speed_time,standard,3.6978,3.5221,8.9947,12.27,7.5253,5.5746,12.5295,3.211,1111.9
tsmo,stgcn,speed_time_weather_incidents,standard,3.7062,3.5214,9.2779,12.8059,7.6952,5.6015,12.8937,3.211,614.1
tsmo,stgcn,speed_time_weather,standard,3.7186,3.53,9.4056,13.1391,7.7308,5.626,13.0636,3.211,543.3
tsmo,stgcn,speed_weather_incidents,standard,3.7217,3.5379,9.2646,12.8282,7.6659,5.6284,12.9101,3.211,944.4
tsmo,stgcn,speed_weather,standard,3.7226,3.53,9.5285,12.9853,7.9778,5.6262,13.1145,3.211,478.9
tsmo,stgcn,speed,weighted_loss,4.1756,4.01,9.1688,11.311,8.2076,6.0224,12.2676,3.211,894.3
tsmo,stgode,speed_incidents,standard,3.7958,3.5943,9.872,13.4499,8.2668,5.7468,13.4436,3.211,3740.2
tsmo,stgode,speed,multi_objective,3.8015,3.5948,10.0344,13.6612,8.4074,5.7708,13.6242,3.211,4368.7
tsmo,stgode,speed,nr_finetune,3.8224,3.6202,9.9179,13.4832,8.3184,5.7685,13.472,3.211,5218.4
tsmo,stgode,speed_nr,standard,3.8034,3.6061,9.749,13.3072,8.1526,5.742,13.2658,3.211,2328.1
tsmo,stgode,speed,standard,3.7939,3.5892,9.9654,13.5551,8.3549,5.7491,13.5237,3.211,2220.6
tsmo,stgode,speed_time_incidents,standard,3.7572,3.576,9.2174,12.4499,7.7672,5.6315,12.7117,3.211,2380.5
tsmo,stgode,speed_time_nr,standard,3.738,3.5551,9.2523,12.728,7.6931,5.6205,12.753,3.211,1736.3
tsmo,stgode,speed_time,standard,3.7561,3.567,9.4559,12.7712,7.9686,5.6403,12.978,3.211,1985.3
tsmo,stgode,speed_time_weather_incidents,standard,3.8328,3.6336,9.8367,13.205,8.3257,5.74,13.3899,3.211,963.7
tsmo,stgode,speed_time_weather,standard,3.8739,3.672,9.9575,13.0657,8.5631,5.7868,13.5286,3.211,1141.0
tsmo,stgode,speed_weather_incidents,standard,3.9925,3.7995,9.8098,13.0181,8.3705,5.9206,13.4963,3.211,1490.9
tsmo,stgode,speed_weather,standard,3.8802,3.6773,9.9944,13.2651,8.5272,5.7892,13.5591,3.211,1021.1
tsmo,stgode,speed,weighted_loss,4.2645,4.0789,9.8584,12.3646,8.7339,6.125,13.0955,3.211,1501.3
tsmo,sttn,speed_incidents,standard,3.6735,3.4968,8.9984,12.3067,7.5142,5.5614,12.478,3.211,1973.4
tsmo,sttn,speed,multi_objective,3.7075,3.5227,9.2778,12.5489,7.8103,5.6046,12.7514,3.211,2896.5
tsmo,sttn,speed,nr_finetune,3.6925,3.5041,9.3717,12.9392,7.7713,5.6145,12.949,3.211,2872.8
tsmo,sttn,speed_nr_causal,standard,3.6664,3.4884,9.0308,12.538,7.4574,5.5517,12.5098,3.211,1909.2
tsmo,sttn,speed,standard,3.6799,3.5007,9.0811,12.3772,7.6023,5.5638,12.542,3.211,2167.3
tsmo,sttn,speed_time_incidents,standard,3.6718,3.4935,9.0449,12.4856,7.5014,5.5447,12.5958,3.211,1811.0
tsmo,sttn,speed_time_nr,standard,3.6548,3.4807,8.9006,12.2678,7.39,5.5099,12.3479,3.211,2616.0
tsmo,sttn,speed_time,standard,3.6769,3.4999,9.0098,12.3076,7.5304,5.5376,12.481,3.211,1734.6
tsmo,sttn,speed_time_weather_incidents,standard,3.7517,3.5658,9.3566,12.8005,7.8116,5.6339,12.8519,3.211,1153.7
tsmo,sttn,speed_time_weather,standard,3.7592,3.5734,9.3594,12.9125,7.7655,5.6502,12.9404,3.211,1414.3
tsmo,sttn,speed_weather_incidents,standard,3.7781,3.6018,9.0916,12.4626,7.5793,5.6586,12.6318,3.211,1445.7
tsmo,sttn,speed_weather,standard,3.7485,3.5662,9.2449,12.8114,7.6449,5.6412,12.834,3.211,1757.2
tsmo,sttn,speed,weighted_loss,4.1534,3.9865,9.1841,11.3263,8.223,6.0205,12.3817,3.211,1273.3
tsmo,transformer,speed_incidents,standard,3.869,3.6423,10.7036,14.4127,9.0396,5.9318,14.5186,3.211,1571.6
tsmo,transformer,speed,multi_objective,3.8724,3.6443,10.7484,14.3883,9.1154,5.927,14.4752,3.211,5710.2
tsmo,transformer,speed,nr_finetune,3.8692,3.642,10.7171,14.3694,9.0786,5.9244,14.4589,3.211,4531.9
tsmo,transformer,speed_nr_causal,standard,3.8606,3.639,10.5426,14.4541,8.7879,5.908,14.2008,3.211,1226.3
tsmo,transformer,speed,standard,3.8718,3.6437,10.7491,14.4664,9.0814,5.9321,14.5302,3.211,1480.0
tsmo,transformer,speed_time_incidents,standard,3.8309,3.6238,10.0731,13.5308,8.522,5.8029,13.807,3.211,2016.9
tsmo,transformer,speed_time_nr,standard,3.8096,3.6054,9.9665,13.7807,8.2555,5.7933,13.6408,3.211,1941.0
tsmo,transformer,speed_time,standard,3.829,3.6225,10.0542,13.5485,8.4866,5.8019,13.8041,3.211,2593.6
tsmo,transformer,speed_time_weather_incidents,standard,3.8772,3.667,10.2121,13.4233,8.7715,5.8445,13.906,3.211,2297.5
tsmo,transformer,speed_time_weather,standard,3.8354,3.6231,10.2353,13.6351,8.7102,5.8173,13.9596,3.211,1792.8
tsmo,transformer,speed_weather_incidents,standard,3.8528,3.6411,10.234,13.6249,8.7128,5.8353,13.9559,3.211,1372.8
tsmo,transformer,speed_weather,standard,3.8422,3.6208,10.5138,13.786,9.0458,5.8287,14.1685,3.211,1081.9
tsmo,transformer,speed,weighted_loss,4.2755,4.0829,10.0798,12.8471,8.8384,6.2361,13.5877,3.211,1147.3
tsmo,xgboost,speed_incidents,standard,3.9381,3.6704,12.0051,15.2608,10.5445,6.0622,15.5834,3.211,235.5
tsmo,xgboost,speed_nr,standard,3.924,3.6692,11.6057,15.3195,9.9396,6.0231,15.0162,3.211,242.7
tsmo,xgboost,speed,standard,3.9437,3.6734,12.0927,15.3082,10.6501,6.0722,15.6553,3.211,3834.2
tsmo,xgboost,speed_time_incidents,standard,3.8577,3.6138,11.2097,14.479,9.7431,5.8996,14.7839,3.211,237.2
tsmo,xgboost,speed_time_nr,standard,3.8429,3.6118,10.8087,14.5157,9.1457,5.8606,14.2691,3.211,240.5
tsmo,xgboost,speed_time,standard,3.8598,3.6159,11.2138,14.4482,9.7627,5.898,14.7825,3.211,237.0
tsmo,xgboost,speed_time_weather_incidents,standard,3.8875,3.6621,10.6811,13.8983,9.2378,5.8769,14.3586,3.211,333.3
tsmo,xgboost,speed_time_weather,standard,3.8867,3.6615,10.6747,13.8886,9.2329,5.8752,14.3573,3.211,336.8
tsmo,xgboost,speed_weather_incidents,standard,3.891,3.6649,10.7084,13.9505,9.254,5.8837,14.3785,3.211,335.3
tsmo,xgboost,speed_weather,standard,3.8918,3.664,10.7578,13.957,9.3226,5.8847,14.4178,3.211,316.4
